county,state,FIPS,pop_total_2018,pop_lt_18_2018,pop_18_to_64_2018,pop_gt_65_2018,pop_median_2018,pop_pct_change_2016_17,pop_pct_change_2010_11,pct_gt_high_school,pct_gt_bachelors,pct_public_ins_lt_65,pct_public_ins_lt_19,pct_public_ins_19_to_64,unemployment_pct,pct_married_15_over,pct_2_plus_races,pct_white,pct_black,pct_am_ind_AK_native,pct_asian,pct_HA_pacific_islander,pct_hispanic,med_hh_income,pct_govt_cash_asst,pct_food_stamps,pct_lt_poverty,pct_private_ins_lt_65,pct_private_ins_lt_19,pct_private_ins_19_to_64
Autauga,Alabama,1001,55601,13163,33785,8653,39.1,0.36385359,1.167286654,87.7,25,21.6992704,38.047138,14.464003,3.9,56.1,1.7,76.6,19.1,0.3,0.9,0.1,2.7,72110,1.3,12.9,10.9,0.724492651,0.609638047,0.775325199
Baldwin,Alabama,1003,218022,47110,126341,44571,43.3,2.362405639,2.345485968,90.2,30.7,20.3072898,35.7772994,13.9588259,4.1,52.4,1.6,86.5,9.5,0.8,0.7,0,4.4,73061,1.7,8.1,8.2,0.709566883,0.648558524,0.734603026
Barbour,Alabama,1005,24881,5192,14857,4832,40.9,-2.560130137,-0.389700259,73.1,12,37.7919544,64.4693701,26.0552688,5.8,41.7,0.8,46.6,48,0.2,0.6,0,4.2,45445,2.6,26.5,20.5,0.53329467,0.3594478,0.609778318
Bibb,Alabama,1007,22400,4587,14123,3690,40,-0.093019135,-0.733144229,82.1,13.2,27.29322,45.1482752,20.1231367,4.4,48.2,0.8,76.7,22.1,0.4,0,0,2.4,61099,6.2,12.8,11.9,0.704063349,0.625781723,0.735499028
Blount,Alabama,1009,57840,13392,33900,10548,40.9,0.538971087,0.404731168,79.8,13.1,22.4097604,37.991573,15.7298973,4,58.5,1.7,95.5,1.6,0.4,0.1,0,9,58974,1.2,10.7,11.1,0.691805213,0.613061798,0.725562212
Bullock,Alabama,1011,10138,2137,6340,1661,39.2,-1.974761584,-2.171522815,71.4,13.4,39.0606836,77.5929978,25.1226848,4.9,30.2,0.7,21.9,75.6,1,0.7,0,0.3,42317,4.6,24.6,29.7,0.473959544,0.227133479,0.563242045
Butler,Alabama,1013,19680,4378,11307,3995,41.7,-0.654051625,-0.329402778,81.1,16.1,31.3415385,52.7395811,22.5635685,5.5,40.8,1.5,52.4,44.9,0.1,1.1,0,0.3,47812,1.5,19.3,19.3,0.6064,0.519356886,0.64210709
Calhoun,Alabama,1015,114277,24695,69335,20247,40,-0.307777913,-0.653611308,83.2,17.9,29.2518076,51.2935635,20.4770207,5,48.4,2.3,74.6,20.5,0.4,1,0,3.6,58788,1.6,17.8,14.9,0.649282196,0.531299452,0.696250934
Chambers,Alabama,1017,33615,6992,20061,6562,42.7,-0.038494566,-0.540698524,80.9,13.3,29.7603851,56.3559322,19.650677,4.1,44.8,1,57.7,39.3,0.3,1,0,2.2,51434,1.1,16.4,14,0.598964222,0.418432203,0.66758947
Cherokee,Alabama,1019,26032,4990,15062,5980,46.9,0.151303538,0.019238909,79.5,12.5,30.5061357,50.8496254,22.9923067,4.1,58.8,1,93.1,5,0.5,0.2,0,1.6,54671,1.4,17.2,12.8,0.647134197,0.52822949,0.691051424
Chilton,Alabama,1021,44153,10491,26251,7411,39.6,0.50346273,0.100818001,81.8,15.1,25.7007061,48.3020918,16.0181557,4.1,53,1.7,83.3,9.6,0.6,0.4,0,7.7,59036,2.1,18.2,16,0.617599131,0.50203749,0.667106335
Choctaw,Alabama,1023,12841,2567,7321,2953,46.5,-0.873630163,-1.81831301,80.1,11.6,34.6938776,53.3496162,27.4919181,6.3,47.4,1,56.5,42.3,0,0.1,0,0.5,48466,0.4,25.7,17.4,0.577065112,0.501744592,0.606142241
Clarke,Alabama,1025,23920,5195,13972,4753,42.7,-1.034950101,-0.97162544,81.5,13,36.5294973,60.339159,26.8204911,8.5,46.3,0.4,53.2,45.7,0.1,0.5,0.1,0.2,50851,1,19.4,17.8,0.561124756,0.424467901,0.616850127
Clay,Alabama,1027,13275,2688,7836,2751,44.5,-0.194131263,-1.765719208,73.3,10.3,26.8570362,47.5097025,18.4811123,4.3,53.6,1,83.2,14.8,0.9,0,0,3.1,51364,2.7,14.9,15,0.621033968,0.510025873,0.666054565
Cleburne,Alabama,1029,14987,3412,8660,2915,42.5,0.35683027,-0.293881913,75.8,12.4,29.6992793,47.5706835,21.9743711,4.5,54.6,1.4,94.6,2.8,0.3,0.5,0,2.4,51607,1.8,15.6,12.2,0.593157154,0.524293165,0.622923588
Coffee,Alabama,1031,51909,12280,30828,8801,39.4,1.235702415,0.975014015,85.4,22.7,25.2490735,41.0434376,18.1998538,4.4,52.7,3.2,76.3,17.3,1.1,1.3,0,6.7,65863,0.8,13.3,13.1,0.684699427,0.584808547,0.72928196
Colbert,Alabama,1033,54762,11370,32478,10914,42.5,0.261187853,0.19658999,83.9,18.8,22.9840822,35.8409588,17.9539982,5.2,51.8,2,79.6,16,0.7,0.5,0,2.4,56372,1.3,12.5,12.9,0.720424476,0.66620779,0.741636041
Conecuh,Alabama,1035,12277,2550,6965,2762,45.2,-0.527957763,-0.272149985,79,8.8,30.9789717,52.885906,21.5979307,6.1,43.3,2,51.3,46.5,0.2,0,0,1.8,39554,2.2,17.6,21.9,0.542308079,0.436577181,0.587584423
Coosa,Alabama,1037,10715,1777,6457,2481,49,-0.637354517,-0.450645637,76.8,11,31.6905651,55.4587391,24.3856333,4.7,44.2,1.3,65.4,33.2,0.1,0,0,0.1,48059,0.8,14.1,8.6,0.653331727,0.515633009,0.695652174
Covington,Alabama,1039,36986,8089,21107,7790,43.6,-0.813225617,0.672580432,82,15.5,23.8138655,41.2980378,16.6428571,5.2,54,1.2,84.6,13.2,0.3,0.4,0,1.6,53372,0.8,14,13.2,0.657549049,0.554858934,0.699666667
Crenshaw,Alabama,1041,13824,3160,8035,2629,41.8,-0.438155437,-0.050337984,79.3,16.3,27.6676694,44.1589483,20.7291012,4.5,48.9,1.7,71.5,23.6,0.8,1.4,0,1.8,52395,1.9,18.4,13.5,0.653335693,0.576635793,0.685606537
Cullman,Alabama,1043,83442,18757,49239,15446,40.9,0.460851848,-0.006218441,82.1,14.9,23.3005199,44.171875,14.8713742,3.8,56.3,1.3,95.5,1.2,0.4,0.6,0,4.2,55135,1.3,12.2,12.3,0.642168982,0.534583333,0.685618729
Dale,Alabama,1045,48956,11247,29439,8270,38,-0.095332752,-0.276611411,86,16.8,28.3538703,44.1799376,21.1307182,4.5,50.4,3.9,73.3,19.4,0.5,1,0,6.1,57087,1.2,18.1,15.5,0.631054974,0.554506649,0.665992282
Dallas,Alabama,1047,38310,9121,22268,6921,40,-2.137583558,-1.287083524,81.3,14.2,41.5766707,71.9669204,27.7225602,7.5,35.7,0.7,28.2,70.4,0,0.4,0.1,1,44023,2,31.9,25.7,0.484506959,0.292453717,0.57205895
DeKalb,Alabama,1049,71385,17188,41875,12322,39.9,0.426154344,0.341728895,73.6,13,30.6740004,59.1130578,18.0619628,4.5,51.7,2.4,86.3,1.5,1.4,0.3,0.9,14.3,52462,1.5,17.9,16.2,0.563691107,0.413851629,0.63014131
Elmore,Alabama,1051,81887,18211,51276,12400,38.9,0.188277568,0.890256359,86.4,22.8,21.9434236,37.6266805,15.2657303,3.7,50.3,1.6,75.2,21.4,0.3,0.6,0,2.9,71437,1.4,13.9,10.2,0.746131991,0.638831437,0.791818942
Escambia,Alabama,1053,36748,8219,21933,6596,40.1,-1.304417414,-0.30794123,81,12.1,25.2489257,40.2789982,18.2386393,5,43.6,1.3,61.4,32.2,3.6,0.4,0.1,2.2,48727,1.6,18.7,17.9,0.587569437,0.507249561,0.62503202
Etowah,Alabama,1055,102501,21997,61017,19487,41.9,0.085562329,-0.068945705,83.1,16.9,28.2076164,49.6495866,19.7863959,4.6,48.9,1.5,80.9,15.6,0.7,0.7,0.1,3.7,55354,1,15.4,13.9,0.627393434,0.513156238,0.672259489
Fayette,Alabama,1057,16433,3472,9489,3472,43.6,-0.489278164,-1.125224755,79.6,14.6,32.41014,53.1725223,23.9868099,4.7,56.7,1.9,85.5,12.1,0,0.5,0,1.7,50889,1.9,18.6,13.7,0.646916383,0.518091243,0.699180938
Franklin,Alabama,1059,31363,7695,18372,5296,39.2,-0.202186138,0.211329801,76.4,13.4,29.6390771,58.0360472,17.101147,4.3,49.7,0.8,85.9,4.8,0.9,0.4,0.1,16.3,50902,1.6,19.6,17.5,0.599596436,0.416407707,0.680478569
Geneva,Alabama,1061,26314,5768,15205,5341,43.4,-0.332100536,-0.115714819,79,11.1,30.020636,56.217079,19.1206748,4.3,54,2.1,86.6,9.2,0.7,0.4,0,3.8,51025,1.2,16.8,16.8,0.571803771,0.438467678,0.627282991
Greene,Alabama,1063,8233,1825,4571,1837,43.4,-1.945066604,-1.547816473,76.6,11.4,44.8295951,80.8795411,29.0322581,7.6,30.9,2,17.1,80.3,0.6,0,0,1.2,34525,3.7,39.8,33.4,0.448732887,0.173040153,0.56954336
Hale,Alabama,1065,14726,3394,8503,2829,40.6,-0.175261207,-2.550761421,81.1,14.4,37.4241679,55.4468535,29.3250951,6,39.9,0.3,39.5,58.7,0.2,0.2,0,1.3,50103,1.7,25.3,21.2,0.559108051,0.466155473,0.600879278
Henry,Alabama,1067,17209,3547,9752,3910,44.8,0.333665047,0.433475899,80.6,17.1,29.8652973,51.7511762,21.1528457,4.9,54.6,0.9,71,27.8,0,0,0,2.5,58905,1.4,16.5,11.7,0.617995088,0.484056456,0.671314119
Houston,Alabama,1069,104722,24120,61963,18639,39.9,0.128550734,0.908938718,85.3,20.9,27.3355599,49.5920996,17.9284972,4.4,45.9,2,69.4,26.7,0.4,0.9,0,3.2,61526,1.3,15,14.4,0.632375452,0.495803896,0.690099484
Jackson,Alabama,1071,51736,10806,30557,10373,43.7,-0.270903781,-0.033817423,81.4,13.4,27.7793561,51.4865662,18.5102249,4.8,55.1,2.9,91,3.2,1.1,0.5,0.1,2.9,50956,1.8,12.9,15.5,0.649100379,0.533226649,0.694405111
Jefferson,Alabama,1073,659300,150071,404682,104547,37.9,-0.118123472,-0.074870988,89.4,31.9,24.1571545,43.0862983,16.5151332,4.3,43.1,1.6,52.1,42.6,0.2,1.5,0,3.7,71979,1.7,15.2,13.8,0.681202827,0.557938899,0.730966597
Lamar,Alabama,1075,13844,2961,7885,2998,44.5,-0.179507432,-1.901950014,79.5,13.3,28.9614029,53.1680441,18.8173422,4.2,59,0.6,87.5,10.8,0.3,0,0,1.5,50252,4,18.2,15.9,0.621621622,0.416896235,0.707414058
Lauderdale,Alabama,1077,92387,18168,55656,18563,41.6,0.144932239,-0.111100325,85.9,22.5,22.4525274,44.0561544,14.5946932,4.7,50.3,1.7,86.9,10.1,0.4,0.7,0,2.5,60437,1.2,13.9,11.3,0.6949318,0.582150915,0.735953314
Lawrence,Alabama,1079,32957,7115,19691,6151,43,-0.469412933,-0.844520807,78,10.2,25.5319922,45.1044386,17.9897374,5,55.5,5.3,78,11.4,5.2,0.1,0,2.1,55399,1.4,17.1,13.5,0.682220931,0.548825065,0.733625113
Lee,Alabama,1081,163941,34893,109567,19481,32.3,1.47146525,2.768686674,89.9,34.9,18.6447659,37.9959133,11.403291,4,43.4,1.8,69.9,23.1,0.1,3.8,0,3.7,66708,1.2,12.1,13.3,0.757323929,0.638378048,0.801835172
Limestone,Alabama,1083,96174,21696,59870,14608,40,1.330231256,3.334058129,83.7,24.6,20.0758873,37.4615487,12.7826298,4,52,2.1,81.6,13.1,0.8,1.3,0.1,5.8,70378,1.7,12.9,11.2,0.705725804,0.623824172,0.74008341
Lowndes,Alabama,1085,9974,2256,5838,1880,41.7,-1.4532332,-1.416054518,76,13.7,42.7867121,63.0880579,34.4164456,8.3,36.7,0.7,24.7,74.5,0.1,0,0,0.7,44985,3.1,33.4,24.7,0.474586219,0.293928428,0.549071618
Macon,Alabama,1087,18439,3118,11565,3756,39.4,-1.327108687,-0.797128473,81.6,20.1,33.0882819,65.2303861,22.1183271,5.8,32,0.8,15.8,82.2,0.3,0.2,0,1.6,47570,1.4,28,20.4,0.610368211,0.386052304,0.686926216
Madison,Alabama,1089,366519,79966,231428,55125,38.6,1.357543418,1.408555872,90.8,40.6,17.4069272,33.781009,11.0640443,3.9,49.9,3,68.5,24.2,0.6,2.6,0.1,4.7,83287,2.1,10.8,10.2,0.756712343,0.652364921,0.797133754
Marengo,Alabama,1091,19066,4335,10994,3737,41.8,-0.768600123,-1.788177106,83.2,15.4,33.5710711,55.772755,23.7243746,5.6,43.4,0.2,45.4,54.1,0.1,0,0,0.4,50809,1.3,24.1,17.4,0.601163664,0.466300143,0.660977152
Marion,Alabama,1093,29763,6183,17259,6321,44.3,-0.644106261,-0.406160645,80.7,13.4,24.9334516,44.400607,17.4210927,4.8,55.8,1.9,93.3,3.3,0.4,0.3,0,2.5,51388,1.8,15.8,13.9,0.680441121,0.556449165,0.728289512
Marshall,Alabama,1095,96109,23936,55798,16375,38.8,0.510917444,0.938517937,80,17.7,27.5798565,52.6021174,16.1735883,3.9,53.5,1.9,92.6,2.2,0.7,0.6,0.1,13.3,59040,1.3,16.3,15.8,0.584708198,0.463756946,0.639843201
Mobile,Alabama,1097,413757,96711,250005,67041,37.9,-0.236823675,0.06053386,86.3,23,26.7151818,49.464426,16.9053944,5.2,44.4,1.9,59.3,35.3,0.6,2,0,2.8,62172,1.5,17.6,15.3,0.635472445,0.50277847,0.692691915
Monroe,Alabama,1099,21067,4543,12249,4275,43.5,-1.127871896,-1.179122594,83,12.5,33.9738488,62.2058824,21.3333333,6.7,43,1.6,55.1,41.5,1.3,0.5,0,1.3,41827,1.6,17,26.6,0.524900512,0.371323529,0.593662551
Montgomery,Alabama,1101,225763,52774,138816,34173,36.7,0.003082723,-0.085018072,85.7,32.3,28.5692701,52.7314326,18.4084904,4.4,39.5,1.8,37,57.3,0.2,2.5,0,3.4,65224,1.6,19.5,16.6,0.638678316,0.48282295,0.704219306
Morgan,Alabama,1103,119089,27168,71118,20803,40.7,-0.133647138,0.437693531,82.5,20.9,23.5148414,45.1169712,14.5477791,4.1,51.9,2.2,81.2,12.4,0.6,0.7,0,8,62360,1.7,14,14,0.6821984,0.561704042,0.73221571
Perry,Alabama,1105,9140,1942,5424,1774,38.3,-2.193534845,-1.284109149,80,16.9,40.3441683,68.0634662,27.6963059,7.8,22.9,0,29.7,69.6,0.1,0.2,0,0.7,34458,3.5,36.4,30.3,0.461822817,0.286411717,0.541860033
Pickens,Alabama,1107,19938,3921,12224,3793,42,-0.62533852,-1.985212195,79.8,11.8,33.2685833,53.2337199,25.100365,5.4,44.5,1.5,56,40.6,0.1,0.1,0,4.1,49322,2,17.2,17.5,0.615125615,0.485950045,0.667974453
Pike,Alabama,1109,33338,6328,22023,4987,30.9,-0.256555592,0.358673516,81.1,24.7,26.0774954,51.4815335,17.6126527,4.9,36.8,2,57.1,38,0.6,2.2,0,0.8,52425,1.4,16.1,16.7,0.674785905,0.469737396,0.743109822
Randolph,Alabama,1111,22725,4874,13226,4625,43.7,0.777501333,-0.741936892,78.6,14.6,26.7296471,48.6686953,17.6729214,4.4,53.1,1.9,77,20,0.2,0.2,0.2,3,50800,1.5,15.3,14.7,0.624951375,0.495625713,0.678338698
Russell,Alabama,1113,57781,13968,35533,8280,36.8,-2.027212754,3.558275256,82.9,16.9,30.6253416,49.6586254,22.0206949,4.3,43.7,4,50.6,42.7,0.4,0.7,0.2,5.2,52540,2.9,20.1,15.4,0.598335931,0.50243839,0.641689694
St. Clair,Alabama,1115,88690,20126,53826,14738,40.3,0.747798404,0.442620794,84.2,16,20.2897338,34.6560972,14.3147629,4,55.4,1.3,87.4,9.3,0.3,0.8,0,2.3,64550,1.5,12.4,10.3,0.748929881,0.676745621,0.778951317
Shelby,Alabama,1117,215707,50645,131975,33087,39.5,1.087357518,1.490119691,92.1,42.2,11.7091242,21.0850709,7.7239139,3.2,57.5,1.8,80.7,11.8,0.2,1.9,0,5.8,93021,1,5.4,5,0.828126484,0.779763577,0.848682953
Sumter,Alabama,1119,12691,2407,7998,2286,36,-1.495298289,-1.976313304,82.7,18.2,36.0993948,71.5693174,23.5987103,6.6,32.4,0.5,24.7,70.8,0.5,3,0,0.3,34484,1.6,31.5,27.5,0.501650468,0.330752991,0.56187996
Talladega,Alabama,1121,79828,16918,48540,14370,41.4,-0.554257593,-0.624612655,80.5,13.6,32.691864,56.8234721,23.1121331,5,46.6,1.7,64.3,32.1,0.4,0.6,0,2.2,52793,2.4,17.5,15.2,0.617102774,0.492610837,0.666523402
Tallapoosa,Alabama,1123,40497,8369,23397,8731,45.1,0.105989648,-0.526239908,80.8,18.2,31.8733444,58.1476627,21.5529816,4.2,51.5,0.8,69.8,27.5,0.4,0.4,0,2.4,54460,1.5,18.6,16.8,0.610854432,0.421909131,0.685070785
Tuscaloosa,Alabama,1125,208911,43761,137407,27743,33.3,0.529973768,1.059818346,88.2,30.2,20.917306,35.7154367,15.2299118,4.2,42.4,1.2,64.7,31.3,0.2,1.5,0,3.5,66856,4.8,10.6,11.4,0.73935849,0.65591766,0.771427466
Walker,Alabama,1127,63711,14143,37257,12311,42.2,-0.949680858,-0.665443206,80,11.1,28.7563095,49.0851021,20.6456237,5.1,51.6,1.8,91.2,6.1,0.2,0.5,0,2.4,52796,1.5,16.5,16.5,0.631921515,0.528378468,0.673232632
Washington,Alabama,1129,16378,3604,9644,3130,42.8,-0.469596629,-1.2911666,82.4,10.7,32.3123821,44.4659724,27.1116178,6.8,49.9,1.3,65.5,24.6,7.6,0.9,0,0.5,55143,0.5,15.2,16.7,0.657642619,0.62945023,0.669706705
Wilcox,Alabama,1131,10627,2525,6036,2066,40.5,-1.280987927,-1.953727506,79.1,12,43.5443327,71.1009174,30.3480906,11.5,33.4,0.5,26.9,72.1,0.1,0,0,0.5,39932,1.7,24.8,23.1,0.436814442,0.335215243,0.485468064
Winston,Alabama,1133,23660,4833,13726,5101,45.5,-0.673471095,-0.514621794,77.2,12.9,31.8676673,54.7348485,23.0171529,5.1,52.6,1.8,96.5,0.5,0.3,0.3,0.1,3,48797,1.3,15.5,14.2,0.594123243,0.455871212,0.647632312
Aleutians East,Alaska,2013,3515,277,2914,324,43.1,3.158205431,3.788602356,85.8,11.5,12.5204315,41.3934426,7.0400622,2.5,46.7,6.2,17.2,5.2,38.1,26.2,1.4,9.7,78156,7.1,13.1,14.3,0.364498202,0.235655738,0.388953715
Aleutians West,Alaska,2016,5723,638,4691,394,41.4,0.491400491,0.359647545,88.3,16.2,7.420763,17.5487465,4.8187023,3.7,43.4,7.3,29.8,5.1,11.8,38.3,2.6,13.5,101542,1.4,4.6,4.1,0.735623458,0.688950789,0.747614504
Anchorage,Alaska,2020,291538,71339,187866,32333,34,-0.993217054,1.483075531,93.4,34.6,19.5691722,30.6272871,14.897035,5.8,48.9,9.7,63.7,5.5,7.3,9.3,2.4,8.9,105010,5.7,8.2,5.2,0.710010252,0.631102229,0.743349489
Bethel,Alaska,2050,18216,6542,10272,1402,27.2,0.332981852,2.36289896,80.2,12.6,48.5724744,70.9145427,33.2441884,13.5,37.8,4.2,11,0.7,82.7,0.9,0,2.2,67827,14.3,39.2,23.8,0.32204734,0.283358321,0.348590825
Bristol Bay,Alaska,2060,877,167,583,127,41.6,-3.65448505,3.309929789,92.6,20.3,15.6211562,34.1013825,8.8926174,6.2,56.2,8.9,52,0.4,34.6,1.4,0.3,4.5,93172,5.9,7.5,4.7,0.651906519,0.529953917,0.696308725
Denali,Alaska,2068,2059,384,1430,245,41,1.324178519,2.519167579,98.7,44.5,8.353222,24.9322493,4.8088065,9,45.1,9.7,83,0.2,2.2,4.7,0,0.7,90822,3.8,5.2,2.9,0.720763723,0.693766938,0.726535342
Dillingham,Alaska,2070,5000,1578,2952,470,29.9,-0.704225352,2.083763152,86.4,17.4,38.2507672,64.4720497,23.9498645,8.9,41.2,6.9,17.5,0.4,72.9,1.5,0,3.1,72392,13.4,26.2,14.6,0.41144235,0.356521739,0.441395664
Fairbanks North Star,Alaska,2090,98971,23861,64906,10204,31.4,-0.951501246,0.535964993,94.6,33.1,16.7064043,24.0707411,13.5024257,6.1,51.7,8.1,76.2,4.2,6.8,3.1,0.5,7.7,91968,5.1,7.2,4.5,0.777694744,0.740668284,0.793803728
Haines,Alaska,2100,2474,424,1504,546,49.2,-0.356153542,2.591706539,96.6,34.7,22.2731906,40.3071017,15.7529493,8.9,52.3,6.6,80.1,0,7.6,3.9,0.2,2.8,84311,5.5,8.2,6,0.563710499,0.483685221,0.592643997
Hoonah-Angoon,Alaska,2105,2151,397,1271,483,49.1,0.516917293,-2.790697674,90.3,21.9,27.4091171,58.8235294,18.7637969,12.3,47.9,8.3,45.8,2.9,39.1,2.7,0.1,5.5,72020,6.7,15.5,10,0.446047317,0.280748663,0.491537896
Juneau City and,Alaska,2110,32113,6830,20985,4298,38.3,-1.046296296,2.804156675,96,40.3,15.3206904,29.8886056,10.0787173,4.6,51.4,9.3,68.9,1.1,11.1,7.3,1,6.4,106849,5.8,7.6,4,0.768804603,0.693463965,0.795914425
Kenai Peninsula,Alaska,2122,58533,13227,35118,10188,40.9,0.119756381,1.628158845,92.6,24.1,21.612123,34.3516824,16.3149422,8.3,51.6,6,83.6,0.5,7.3,1.5,0.3,4,82690,6.3,9,7.4,0.603543445,0.547444742,0.626869603
Ketchikan Gateway,Alaska,2130,13918,3102,8654,2162,39.1,1.225025521,1.394969207,91.9,24.1,23.0134159,38.3446993,17.1268746,6.1,50.3,9.4,67.2,0.5,14.1,8,0,4.8,83221,8.5,15.5,8,0.657722738,0.585864848,0.685313021
Kodiak Island,Alaska,2150,13345,3417,8549,1379,34.4,-1.393143691,1.574455562,88.5,24.1,20.961026,29.6594749,16.8606788,5,51.7,7.2,53.7,0.2,13.3,22.1,1.1,8.9,88572,5.7,8.7,7,0.619003997,0.612165324,0.622227668
Kusilvak,Alaska,2158,8303,3391,4416,496,23.8,0.685099095,2.533851723,78.2,4.9,61.5434669,83.8204901,43.984175,19.6,29.6,4.2,4,0.8,90.5,0.5,0,1.6,47396,21.2,58,36.4,0.198724623,0.168881016,0.22224808
Lake and Peninsula,Alaska,2164,1587,453,972,162,33.8,0.563204005,1.042305334,87.7,16,31.4214464,57.1052632,19.5625759,11.7,39.8,6.8,22.4,0.7,67.6,2.2,0.2,1.5,62034,12.5,24.3,14.7,0.36325852,0.310526316,0.387606318
Matanuska-Susitna,Alaska,2170,107610,28860,65936,12814,35.5,2.137158328,3.057475139,92.1,20.6,23.9073078,34.2808552,18.9471763,8.2,50.1,8.5,83.2,1.1,5.1,1.3,0.2,4.6,88473,6.5,9.8,6.8,0.643995105,0.61019714,0.660155667
Nome,Alaska,2180,10008,3467,5767,774,28.1,0.070274069,2.98145807,84.9,14,41.6470852,63.7759454,27.2878229,12.1,35.2,7.5,16.4,0.8,73.5,1.4,0.3,2.4,69905,11.4,31.3,20.8,0.345865503,0.282342906,0.387084871
North Slope,Alaska,2185,9872,2613,6586,673,34.5,1.162790698,1.272534464,88.4,15.3,18.4430742,38.9366693,10.4077253,7.4,48.4,6.2,31.9,0.7,52.1,5.8,1.9,4.1,94748,4.6,15.9,10.2,0.617925567,0.421032056,0.69512569
Northwest Arctic,Alaska,2188,7671,2706,4404,561,27.6,1.014436208,2.419247641,80.7,10.8,37.0546985,62.1007807,20.6864564,16.2,33.7,3.8,11.7,0.8,81.8,0.9,0,2.5,79496,11.6,33.5,22,0.325105189,0.232434351,0.385667904
Petersburg,Alaska,2195,3221,670,1936,615,43.1,-0.336391437,-14.7051114,89.5,26.5,24.0883978,30.5194805,21.5424165,9.2,51.3,7.7,76.2,0.6,7.2,6.8,1.1,10.6,83850,6.8,9.7,6.7,0.638305709,0.615584416,0.647300771
Prince of Wales-Hyder,Alaska,2198,6422,1471,3855,1096,42.2,-0.721301412,14.66091024,90,16.8,27.1602725,45.6774985,19.5084875,11,45.5,10.2,47,0.2,40.7,1.1,0.6,3.7,65973,8.1,19.2,11.5,0.428468985,0.35193133,0.460096276
Sitka City and,Alaska,2220,8647,1854,5432,1361,39.3,-0.595101854,0.056299966,93.5,32.9,14.725659,26.3862333,10.1609281,4.5,49.2,12,64.8,1,14.3,6.9,0.4,6.3,84007,6,9.2,5.4,0.675497579,0.594646272,0.707148204
Skagway,Alaska,2230,1148,182,799,167,39.9,2.650176678,-0.619834711,92.4,32.2,9.2290988,17.7304965,7.6923077,10.2,42.9,5,82.8,0.9,6.6,4,0,6.8,81260,3.5,4.3,3.5,0.691639522,0.75177305,0.680769231
Southeast Fairbanks,Alaska,2240,6918,1753,4160,1005,37.7,0.525624179,1.6929862,91.5,19.5,27.2727273,42.0835482,20.0949763,10.2,52,5.9,78.1,1.7,11.5,1.9,0,5.2,74772,6,11.4,9.9,0.596296296,0.55234657,0.617595601
Valdez-Cordova,Alaska,2261,9164,2146,5762,1256,39.4,-1.008800172,1.058530511,95.9,32.7,13.381935,15.1463725,12.6569038,7.7,46.4,8.4,73.2,0.1,14.2,2.8,0.6,4.8,99003,4.3,4.8,5.5,0.724947485,0.691557064,0.738668061
Wrangell City and,Alaska,2275,2503,501,1454,548,48.1,0.399840064,1.097509498,89,19.4,28.772846,56.1302682,18.5211773,7.6,53.7,8.6,65.9,0.2,22.1,3.1,0,3.2,67544,6.2,13.9,8.4,0.558746736,0.367816092,0.630294329
Yakutat City and,Alaska,2282,604,112,374,118,45.3,-0.978792822,-0.906344411,91.9,19.6,23.5093697,53.9473684,12.8735632,9.4,42.8,16.3,46,0.9,29,5.4,1.3,5.6,70348,6.7,11.4,3.4,0.565587734,0.355263158,0.63908046
Yukon-Koyukuk,Alaska,2290,5327,1454,3063,810,35.8,-0.497879403,0.769506084,84.7,12.4,34.0143218,60.5180038,20.7582938,17.6,35.8,5.5,22.6,0.1,71,0.7,0,2.1,51731,10,33.4,20.8,0.333403538,0.291850916,0.354186414
Apache,Arizona,4001,71818,19518,41314,10986,35.2,0.198871196,0.934030594,78.6,11.5,42.6016767,50.9300184,37.990977,10.3,34.7,2.3,22.8,0.5,73.3,0.3,0.1,6.1,43510,6.2,26.3,29,0.340705133,0.317771639,0.353401473
Cochise,Arizona,4003,126770,27312,71132,28326,41.1,-0.629660842,1.343779026,87.1,23.6,33.4155212,42.0604368,29.2058594,5.6,52,4.5,84.4,3.8,1.2,1.8,0.4,35,61398,3.6,15.9,14.3,0.641389236,0.583040916,0.669802087
Coconino,Arizona,4005,142854,29454,95545,17855,31.1,0.421307334,-0.11307757,89.7,35.4,23.2059037,34.9619361,18.4649751,5.5,39.5,3.6,63.6,1.4,26.6,1.9,0.1,13.9,72255,1.7,12.5,13.3,0.651417563,0.59379616,0.674654906
Gila,Arizona,4007,53889,10827,27556,15506,50.3,0.421316755,-0.285463739,85,19,38.8754014,53.9277194,32.5639126,6.1,51.3,2.9,77.5,0.6,15.8,0.9,0,18.6,54167,1.5,17.4,15.1,0.485054951,0.383405496,0.527676917
Graham,Arizona,4009,38072,10287,22475,5310,33.4,-0.851333844,-0.231058571,85.8,14.1,32.9540739,41.7663293,27.6460157,5.4,44.1,2.6,79,2,13.2,0.7,0.2,32.5,56591,2.5,18.7,16.1,0.608728731,0.574609016,0.629280727
Greenlee,Arizona,4011,9483,2590,5645,1248,34.4,-1.896176562,1.659357592,89.7,12.1,21.9004745,29.0014164,18.1835032,5,49.6,0.4,91.1,2,4,0.4,0,46.4,69915,2,8.3,9.6,0.745589488,0.67174221,0.784244671
La Paz,Arizona,4012,21098,3540,9271,8287,56.7,0.358162722,0.580799453,77.2,11.2,43.1728493,60.5270234,35.9624623,5.4,54.5,3.1,75.3,0.9,12.7,0.8,0.2,26.3,47838,2.1,13.7,11.7,0.411760063,0.293627319,0.460842364
