year,isic_section_index,isic_section_name,industry_name,skill_group_category,skill_group_name,skill_group_rank
2015,M,Professional scientific and technical activities,Accounting,Business Skills,Financial Accounting,1
2015,M,Professional scientific and technical activities,Accounting,Business Skills,Auditing,2
2015,M,Professional scientific and technical activities,Accounting,Business Skills,Tax Accounting,3
2015,M,Professional scientific and technical activities,Accounting,Business Skills,Management Accounting,4
2015,M,Professional scientific and technical activities,Accounting,Tech Skills,Digital Literacy,5
2015,M,Professional scientific and technical activities,Accounting,Business Skills,Accounts Payable,6
2015,M,Professional scientific and technical activities,Accounting,Business Skills,Business Management,7
2015,M,Professional scientific and technical activities,Accounting,Business Skills,Bookkeeping,8
2015,M,Professional scientific and technical activities,Accounting,Soft Skills,Leadership,9
2015,M,Professional scientific and technical activities,Accounting,Business Skills,People Management,10
2015,R,"Arts, entertainment and recreation ",Animation,Tech Skills,Animation,1
2015,R,"Arts, entertainment and recreation ",Animation,Tech Skills,Graphic Design,2
2015,R,"Arts, entertainment and recreation ",Animation,Specialized Industry Skills,Video,3
2015,R,"Arts, entertainment and recreation ",Animation,Tech Skills,Digital Literacy,4
2015,R,"Arts, entertainment and recreation ",Animation,Tech Skills,Social Media,5
2015,R,"Arts, entertainment and recreation ",Animation,Specialized Industry Skills,Photography,6
2015,R,"Arts, entertainment and recreation ",Animation,Specialized Industry Skills,Television,7
2015,R,"Arts, entertainment and recreation ",Animation,Specialized Industry Skills,Event Planning,8
2015,R,"Arts, entertainment and recreation ",Animation,Specialized Industry Skills,Foreign Languages,9
2015,R,"Arts, entertainment and recreation ",Animation,Business Skills,Project Management,10
2015,M,Professional scientific and technical activities,Architecture & Planning,Specialized Industry Skills,Architecture,1
2015,M,Professional scientific and technical activities,Architecture & Planning,Specialized Industry Skills,Interior Design,2
2015,M,Professional scientific and technical activities,Architecture & Planning,Specialized Industry Skills,Urban Planning,3
2015,M,Professional scientific and technical activities,Architecture & Planning,Tech Skills,Graphic Design,4
2015,M,Professional scientific and technical activities,Architecture & Planning,Business Skills,Project Management,5
2015,M,Professional scientific and technical activities,Architecture & Planning,Tech Skills,Animation,6
2015,M,Professional scientific and technical activities,Architecture & Planning,Specialized Industry Skills,Construction Engineering,7
2015,M,Professional scientific and technical activities,Architecture & Planning,Tech Skills,Digital Literacy,8
2015,M,Professional scientific and technical activities,Architecture & Planning,Specialized Industry Skills,Industrial Design,9
2015,M,Professional scientific and technical activities,Architecture & Planning,Specialized Industry Skills,Environmental Consulting,10
2015,R,"Arts, entertainment and recreation ",Arts & Crafts,Specialized Industry Skills,Painting,1
2015,R,"Arts, entertainment and recreation ",Arts & Crafts,Specialized Industry Skills,Sculpture,2
2015,R,"Arts, entertainment and recreation ",Arts & Crafts,Specialized Industry Skills,Art History,3
2015,R,"Arts, entertainment and recreation ",Arts & Crafts,Tech Skills,Graphic Design,4
2015,R,"Arts, entertainment and recreation ",Arts & Crafts,Specialized Industry Skills,Photography,5
2015,R,"Arts, entertainment and recreation ",Arts & Crafts,Specialized Industry Skills,Teaching,6
2015,R,"Arts, entertainment and recreation ",Arts & Crafts,Specialized Industry Skills,Conceptual Art,7
2015,R,"Arts, entertainment and recreation ",Arts & Crafts,Tech Skills,Social Media,8
2015,R,"Arts, entertainment and recreation ",Arts & Crafts,Specialized Industry Skills,Research,9
2015,R,"Arts, entertainment and recreation ",Arts & Crafts,Soft Skills,Oral Communication,10
2015,C,Manufacturing,Automotive,Soft Skills,Negotiation,1
2015,C,Manufacturing,Automotive,Specialized Industry Skills,Automotive,2
2015,C,Manufacturing,Automotive,Business Skills,Business Management,3
2015,C,Manufacturing,Automotive,Soft Skills,Leadership,4
2015,C,Manufacturing,Automotive,Specialized Industry Skills,Retail Sales,5
2015,C,Manufacturing,Automotive,Business Skills,Manufacturing Operations,6
2015,C,Manufacturing,Automotive,Business Skills,Customer Experience,7
2015,C,Manufacturing,Automotive,Business Skills,Product Development,8
2015,C,Manufacturing,Automotive,Tech Skills,Digital Literacy,9
2015,C,Manufacturing,Automotive,Business Skills,Product Marketing,10
2015,C,Manufacturing,Aviation & Aerospace,Specialized Industry Skills,Air Force,1
2015,C,Manufacturing,Aviation & Aerospace,Specialized Industry Skills,Airlines,2
2015,C,Manufacturing,Aviation & Aerospace,Disruptive Tech Skills,Aerospace Engineering,3
2015,C,Manufacturing,Aviation & Aerospace,Specialized Industry Skills,Aircraft Management,4
2015,C,Manufacturing,Aviation & Aerospace,Business Skills,Manufacturing Operations,5
2015,C,Manufacturing,Aviation & Aerospace,Business Skills,Project Management,6
2015,C,Manufacturing,Aviation & Aerospace,Business Skills,Business Management,7
2015,C,Manufacturing,Aviation & Aerospace,Tech Skills,Scientific Computing,8
2015,C,Manufacturing,Aviation & Aerospace,Specialized Industry Skills,Composites,9
2015,C,Manufacturing,Aviation & Aerospace,Soft Skills,Leadership,10
2015,K,Financial and insurance activities,Banking,Business Skills,Insurance,1
2015,K,Financial and insurance activities,Banking,Business Skills,Financial Accounting,2
2015,K,Financial and insurance activities,Banking,Business Skills,Capital Markets,3
2015,K,Financial and insurance activities,Banking,Business Skills,Management Consulting,4
2015,K,Financial and insurance activities,Banking,Business Skills,Business Management,5
2015,K,Financial and insurance activities,Banking,Business Skills,Investment Banking,6
2015,K,Financial and insurance activities,Banking,Soft Skills,Leadership,7
2015,K,Financial and insurance activities,Banking,Tech Skills,Digital Literacy,8
2015,K,Financial and insurance activities,Banking,Business Skills,Project Management,9
2015,K,Financial and insurance activities,Banking,Soft Skills,Negotiation,10
2015,M,Professional scientific and technical activities,Biotechnology,Specialized Industry Skills,Pharmaceutical Manufacturing,1
2015,M,Professional scientific and technical activities,Biotechnology,Specialized Industry Skills,Environmental Science,2
2015,M,Professional scientific and technical activities,Biotechnology,Disruptive Tech Skills,Genetic Engineering,3
2015,M,Professional scientific and technical activities,Biotechnology,Specialized Industry Skills,Physiology,4
2015,M,Professional scientific and technical activities,Biotechnology,Specialized Industry Skills,Organic Chemistry,5
2015,M,Professional scientific and technical activities,Biotechnology,Specialized Industry Skills,Research,6
2015,M,Professional scientific and technical activities,Biotechnology,Specialized Industry Skills,Veterinary Medicine,7
2015,M,Professional scientific and technical activities,Biotechnology,Specialized Industry Skills,Product Testing,8
2015,M,Professional scientific and technical activities,Biotechnology,Specialized Industry Skills,Biomedical Engineering,9
2015,M,Professional scientific and technical activities,Biotechnology,Business Skills,Business Management,10
2015,J,Information and communication,Broadcast Media,Specialized Industry Skills,Television,1
2015,J,Information and communication,Broadcast Media,Tech Skills,Social Media,2
2015,J,Information and communication,Broadcast Media,Specialized Industry Skills,Video,3
2015,J,Information and communication,Broadcast Media,Specialized Industry Skills,Editing,4
2015,J,Information and communication,Broadcast Media,Specialized Industry Skills,Journalism,5
2015,J,Information and communication,Broadcast Media,Specialized Industry Skills,Radio Production,6
2015,J,Information and communication,Broadcast Media,Soft Skills,Writing,7
2015,J,Information and communication,Broadcast Media,Business Skills,Advertising,8
2015,J,Information and communication,Broadcast Media,Business Skills,Corporate Communications,9
2015,J,Information and communication,Broadcast Media,Tech Skills,Digital Literacy,10
2015,K,Financial and insurance activities,Capital Markets,Business Skills,Capital Markets,1
2015,K,Financial and insurance activities,Capital Markets,Business Skills,Investment Banking,2
2015,K,Financial and insurance activities,Capital Markets,Business Skills,Financial Accounting,3
2015,K,Financial and insurance activities,Capital Markets,Business Skills,Economics,4
2015,K,Financial and insurance activities,Capital Markets,Business Skills,Business Management,5
2015,K,Financial and insurance activities,Capital Markets,Business Skills,Insurance,6
2015,K,Financial and insurance activities,Capital Markets,Tech Skills,Digital Literacy,7
2015,K,Financial and insurance activities,Capital Markets,Soft Skills,Leadership,8
2015,K,Financial and insurance activities,Capital Markets,Specialized Industry Skills,Foreign Languages,9
2015,K,Financial and insurance activities,Capital Markets,Business Skills,Project Management,10
2015,C,Manufacturing,Chemicals,Business Skills,Product Development,1
2015,C,Manufacturing,Chemicals,Specialized Industry Skills,Chemical Industry,2
2015,C,Manufacturing,Chemicals,Soft Skills,Negotiation,3
2015,C,Manufacturing,Chemicals,Specialized Industry Skills,Research,4
2015,C,Manufacturing,Chemicals,Business Skills,Inside Sales,5
2015,C,Manufacturing,Chemicals,Business Skills,Manufacturing Operations,6
2015,C,Manufacturing,Chemicals,Business Skills,Business Management,7
2015,C,Manufacturing,Chemicals,Tech Skills,Enterprise Software,8
2015,C,Manufacturing,Chemicals,Specialized Industry Skills,Retail Sales,9
2015,C,Manufacturing,Chemicals,Soft Skills,Leadership,10
2015,J,Information and communication,Computer & Network Security,Disruptive Tech Skills,Cyber-security,1
2015,J,Information and communication,Computer & Network Security,Tech Skills,Computer Networking,2
2015,J,Information and communication,Computer & Network Security,Disruptive Tech Skills,Development Tools,3
2015,J,Information and communication,Computer & Network Security,Tech Skills,Data Storage Technologies,4
2015,J,Information and communication,Computer & Network Security,Tech Skills,Technical Support,5
2015,J,Information and communication,Computer & Network Security,Tech Skills,Computer Hardware,6
2015,J,Information and communication,Computer & Network Security,Tech Skills,Digital Literacy,7
2015,J,Information and communication,Computer & Network Security,Soft Skills,Leadership,8
2015,J,Information and communication,Computer & Network Security,Business Skills,Business Management,9
2015,J,Information and communication,Computer & Network Security,Business Skills,Sales Operations,10
2015,J,Information and communication,Computer Games,Tech Skills,Game Development,1
2015,J,Information and communication,Computer Games,Tech Skills,Graphic Design,2
2015,J,Information and communication,Computer Games,Tech Skills,Animation,3
2015,J,Information and communication,Computer Games,Disruptive Tech Skills,Development Tools,4
2015,J,Information and communication,Computer Games,Tech Skills,Digital Literacy,5
2015,J,Information and communication,Computer Games,Tech Skills,Web Development,6
2015,J,Information and communication,Computer Games,Tech Skills,Mobile Application Development,7
2015,J,Information and communication,Computer Games,Business Skills,Business Management,8
2015,J,Information and communication,Computer Games,Business Skills,Project Management,9
2015,J,Information and communication,Computer Games,Tech Skills,Social Media,10
2015,J,Information and communication,Computer Hardware,Tech Skills,Computer Hardware,1
2015,J,Information and communication,Computer Hardware,Business Skills,Inside Sales,2
2015,J,Information and communication,Computer Hardware,Specialized Industry Skills,Retail Sales,3
2015,J,Information and communication,Computer Hardware,Tech Skills,Technical Support,4
2015,J,Information and communication,Computer Hardware,Soft Skills,Leadership,5
2015,J,Information and communication,Computer Hardware,Business Skills,Business Management,6
2015,J,Information and communication,Computer Hardware,Tech Skills,Computer Networking,7
2015,J,Information and communication,Computer Hardware,Business Skills,Project Management,8
2015,J,Information and communication,Computer Hardware,Business Skills,Sales Operations,9
2015,J,Information and communication,Computer Hardware,Soft Skills,Negotiation,10
2015,J,Information and communication,Computer Networking,Tech Skills,Computer Networking,1
2015,J,Information and communication,Computer Networking,Specialized Industry Skills,Telecommunications,2
2015,J,Information and communication,Computer Networking,Disruptive Tech Skills,Cyber-security,3
2015,J,Information and communication,Computer Networking,Tech Skills,Technical Support,4
2015,J,Information and communication,Computer Networking,Tech Skills,Data Storage Technologies,5
2015,J,Information and communication,Computer Networking,Tech Skills,Digital Literacy,6
2015,J,Information and communication,Computer Networking,Disruptive Tech Skills,Development Tools,7
2015,J,Information and communication,Computer Networking,Business Skills,Sales Operations,8
2015,J,Information and communication,Computer Networking,Soft Skills,Leadership,9
2015,J,Information and communication,Computer Networking,Business Skills,Business Management,10
2015,J,Information and communication,Computer Software,Tech Skills,Web Development,1
2015,J,Information and communication,Computer Software,Tech Skills,Data Storage Technologies,2
2015,J,Information and communication,Computer Software,Disruptive Tech Skills,Development Tools,3
2015,J,Information and communication,Computer Software,Tech Skills,Software Development Life Cycle (SDLC),4
2015,J,Information and communication,Computer Software,Business Skills,Management Consulting,5
2015,J,Information and communication,Computer Software,Business Skills,Project Management,6
2015,J,Information and communication,Computer Software,Business Skills,Business Management,7
2015,J,Information and communication,Computer Software,Tech Skills,Mobile Application Development,8
2015,J,Information and communication,Computer Software,Soft Skills,Leadership,9
2015,J,Information and communication,Computer Software,Tech Skills,Digital Literacy,10
2015,M,Professional scientific and technical activities,Design,Tech Skills,Graphic Design,1
2015,M,Professional scientific and technical activities,Design,Specialized Industry Skills,Industrial Design,2
2015,M,Professional scientific and technical activities,Design,Specialized Industry Skills,Interior Design,3
2015,M,Professional scientific and technical activities,Design,Specialized Industry Skills,Architecture,4
2015,M,Professional scientific and technical activities,Design,Specialized Industry Skills,Photography,5
2015,M,Professional scientific and technical activities,Design,Business Skills,Advertising,6
2015,M,Professional scientific and technical activities,Design,Tech Skills,Social Media,7
2015,M,Professional scientific and technical activities,Design,Business Skills,Product Development,8
2015,M,Professional scientific and technical activities,Design,Tech Skills,Digital Literacy,9
2015,M,Professional scientific and technical activities,Design,Business Skills,Project Management,10
2015,C,Manufacturing,Electrical & Electronic Manufacturing,Specialized Industry Skills,Electronics,1
2015,C,Manufacturing,Electrical & Electronic Manufacturing,Business Skills,Product Development,2
2015,C,Manufacturing,Electrical & Electronic Manufacturing,Disruptive Tech Skills,Robotics,3
2015,C,Manufacturing,Electrical & Electronic Manufacturing,Business Skills,Manufacturing Operations,4
2015,C,Manufacturing,Electrical & Electronic Manufacturing,Business Skills,Project Management,5
2015,C,Manufacturing,Electrical & Electronic Manufacturing,Specialized Industry Skills,Product Testing,6
2015,C,Manufacturing,Electrical & Electronic Manufacturing,Soft Skills,Leadership,7
2015,C,Manufacturing,Electrical & Electronic Manufacturing,Soft Skills,Negotiation,8
2015,C,Manufacturing,Electrical & Electronic Manufacturing,Business Skills,Business Management,9
2015,C,Manufacturing,Electrical & Electronic Manufacturing,Tech Skills,Digital Literacy,10
2015,R,"Arts, entertainment and recreation ",Entertainment,Tech Skills,Social Media,1
2015,R,"Arts, entertainment and recreation ",Entertainment,Specialized Industry Skills,Video,2
2015,R,"Arts, entertainment and recreation ",Entertainment,Specialized Industry Skills,Television,3
2015,R,"Arts, entertainment and recreation ",Entertainment,Specialized Industry Skills,Event Planning,4
2015,R,"Arts, entertainment and recreation ",Entertainment,Specialized Industry Skills,Music,5
2015,R,"Arts, entertainment and recreation ",Entertainment,Specialized Industry Skills,Theatre,6
2015,R,"Arts, entertainment and recreation ",Entertainment,Business Skills,Advertising,7
2015,R,"Arts, entertainment and recreation ",Entertainment,Tech Skills,Digital Literacy,8
2015,R,"Arts, entertainment and recreation ",Entertainment,Business Skills,Business Management,9
2015,R,"Arts, entertainment and recreation ",Entertainment,Business Skills,Product Marketing,10
2015,M,Professional scientific and technical activities,Environmental Services,Specialized Industry Skills,Environmental Science,1
2015,M,Professional scientific and technical activities,Environmental Services,Specialized Industry Skills,Environmental Consulting,2
2015,M,Professional scientific and technical activities,Environmental Services,Specialized Industry Skills,Water Engineering,3
2015,M,Professional scientific and technical activities,Environmental Services,Business Skills,Project Management,4
2015,M,Professional scientific and technical activities,Environmental Services,Specialized Industry Skills,Research,5
2015,M,Professional scientific and technical activities,Environmental Services,Specialized Industry Skills,Environmental Engineering,6
2015,M,Professional scientific and technical activities,Environmental Services,Tech Skills,Digital Literacy,7
2015,M,Professional scientific and technical activities,Environmental Services,Business Skills,Business Management,8
2015,M,Professional scientific and technical activities,Environmental Services,Soft Skills,Leadership,9
2015,M,Professional scientific and technical activities,Environmental Services,Specialized Industry Skills,Earth Science,10
2015,M,Professional scientific and technical activities,Events Services,Specialized Industry Skills,Event Planning,1
2015,M,Professional scientific and technical activities,Events Services,Tech Skills,Social Media,2
2015,M,Professional scientific and technical activities,Events Services,Business Skills,Product Marketing,3
2015,M,Professional scientific and technical activities,Events Services,Business Skills,Business Management,4
2015,M,Professional scientific and technical activities,Events Services,Business Skills,Advertising,5
2015,M,Professional scientific and technical activities,Events Services,Soft Skills,Leadership,6
2015,M,Professional scientific and technical activities,Events Services,Specialized Industry Skills,Lodging,7
2015,M,Professional scientific and technical activities,Events Services,Tech Skills,Digital Literacy,8
2015,M,Professional scientific and technical activities,Events Services,Soft Skills,Negotiation,9
2015,M,Professional scientific and technical activities,Events Services,Business Skills,Project Management,10
2015,M,Professional scientific and technical activities,Executive Office,Soft Skills,Leadership,1
2015,M,Professional scientific and technical activities,Executive Office,Business Skills,Entrepreneurship,2
2015,M,Professional scientific and technical activities,Executive Office,Tech Skills,Digital Literacy,3
2015,M,Professional scientific and technical activities,Executive Office,Business Skills,Business Management,4
2015,M,Professional scientific and technical activities,Executive Office,Business Skills,Administrative Assistance,5
2015,M,Professional scientific and technical activities,Executive Office,Business Skills,Project Management,6
2015,M,Professional scientific and technical activities,Executive Office,Specialized Industry Skills,Research,7
2015,M,Professional scientific and technical activities,Executive Office,Soft Skills,Time Management,8
2015,M,Professional scientific and technical activities,Executive Office,Soft Skills,Negotiation,9
2015,M,Professional scientific and technical activities,Executive Office,Tech Skills,Social Media,10
2015,K,Financial and insurance activities,Financial Services,Business Skills,Financial Accounting,1
2015,K,Financial and insurance activities,Financial Services,Business Skills,Insurance,2
2015,K,Financial and insurance activities,Financial Services,Business Skills,Investment Banking,3
2015,K,Financial and insurance activities,Financial Services,Business Skills,Capital Markets,4
2015,K,Financial and insurance activities,Financial Services,Business Skills,Business Management,5
2015,K,Financial and insurance activities,Financial Services,Business Skills,Management Consulting,6
2015,K,Financial and insurance activities,Financial Services,Tech Skills,Digital Literacy,7
2015,K,Financial and insurance activities,Financial Services,Soft Skills,Leadership,8
2015,K,Financial and insurance activities,Financial Services,Business Skills,Economics,9
2015,K,Financial and insurance activities,Financial Services,Business Skills,Project Management,10
2015,R,"Arts, entertainment and recreation ",Fine Art,Specialized Industry Skills,Painting,1
2015,R,"Arts, entertainment and recreation ",Fine Art,Specialized Industry Skills,Art History,2
2015,R,"Arts, entertainment and recreation ",Fine Art,Specialized Industry Skills,Sculpture,3
2015,R,"Arts, entertainment and recreation ",Fine Art,Specialized Industry Skills,Teaching,4
2015,R,"Arts, entertainment and recreation ",Fine Art,Specialized Industry Skills,Photography,5
2015,R,"Arts, entertainment and recreation ",Fine Art,Tech Skills,Graphic Design,6
2015,R,"Arts, entertainment and recreation ",Fine Art,Specialized Industry Skills,Conceptual Art,7
2015,R,"Arts, entertainment and recreation ",Fine Art,Tech Skills,Social Media,8
2015,R,"Arts, entertainment and recreation ",Fine Art,Specialized Industry Skills,Research,9
2015,R,"Arts, entertainment and recreation ",Fine Art,Specialized Industry Skills,Editing,10
2015,C,Manufacturing,Food Production,Specialized Industry Skills,Food Manufacturing,1
2015,C,Manufacturing,Food Production,Business Skills,Product Development,2
2015,C,Manufacturing,Food Production,Soft Skills,Negotiation,3
2015,C,Manufacturing,Food Production,Business Skills,Business Management,4
2015,C,Manufacturing,Food Production,Specialized Industry Skills,Retail Sales,5
2015,C,Manufacturing,Food Production,Tech Skills,Digital Literacy,6
2015,C,Manufacturing,Food Production,Soft Skills,Leadership,7
2015,C,Manufacturing,Food Production,Business Skills,Product Marketing,8
2015,C,Manufacturing,Food Production,Disruptive Tech Skills,Data Science,9
2015,C,Manufacturing,Food Production,Business Skills,Affiliate Marketing,10
2015,R,"Arts, entertainment and recreation ",Gambling & Casinos,Specialized Industry Skills,Recreation,1
2015,R,"Arts, entertainment and recreation ",Gambling & Casinos,Tech Skills,Game Development,2
2015,R,"Arts, entertainment and recreation ",Gambling & Casinos,Specialized Industry Skills,Lodging,3
2015,R,"Arts, entertainment and recreation ",Gambling & Casinos,Business Skills,Business Management,4
2015,R,"Arts, entertainment and recreation ",Gambling & Casinos,Soft Skills,Leadership,5
2015,R,"Arts, entertainment and recreation ",Gambling & Casinos,Business Skills,Digital Marketing,6
2015,R,"Arts, entertainment and recreation ",Gambling & Casinos,Soft Skills,Time Management,7
2015,R,"Arts, entertainment and recreation ",Gambling & Casinos,Tech Skills,Digital Literacy,8
2015,R,"Arts, entertainment and recreation ",Gambling & Casinos,Specialized Industry Skills,Event Planning,9
2015,R,"Arts, entertainment and recreation ",Gambling & Casinos,Business Skills,People Management,10
2015,M,Professional scientific and technical activities,Graphic Design,Tech Skills,Graphic Design,1
2015,M,Professional scientific and technical activities,Graphic Design,Specialized Industry Skills,Photography,2
2015,M,Professional scientific and technical activities,Graphic Design,Business Skills,Advertising,3
2015,M,Professional scientific and technical activities,Graphic Design,Business Skills,Corporate Communications,4
2015,M,Professional scientific and technical activities,Graphic Design,Tech Skills,Social Media,5
2015,M,Professional scientific and technical activities,Graphic Design,Specialized Industry Skills,Retail Packaging,6
2015,M,Professional scientific and technical activities,Graphic Design,Tech Skills,Digital Literacy,7
2015,M,Professional scientific and technical activities,Graphic Design,Business Skills,Product Marketing,8
2015,M,Professional scientific and technical activities,Graphic Design,Tech Skills,Web Development,9
2015,M,Professional scientific and technical activities,Graphic Design,Tech Skills,Animation,10
2015,R,"Arts, entertainment and recreation ","Health, Wellness & Fitness",Specialized Industry Skills,Wellness,1
2015,R,"Arts, entertainment and recreation ","Health, Wellness & Fitness",Specialized Industry Skills,Personal Coaching,2
2015,R,"Arts, entertainment and recreation ","Health, Wellness & Fitness",Soft Skills,Oral Communication,3
2015,R,"Arts, entertainment and recreation ","Health, Wellness & Fitness",Soft Skills,Leadership,4
2015,R,"Arts, entertainment and recreation ","Health, Wellness & Fitness",Business Skills,Business Management,5
2015,R,"Arts, entertainment and recreation ","Health, Wellness & Fitness",Specialized Industry Skills,Public Health,6
2015,R,"Arts, entertainment and recreation ","Health, Wellness & Fitness",Tech Skills,Digital Literacy,7
2015,R,"Arts, entertainment and recreation ","Health, Wellness & Fitness",Specialized Industry Skills,Sports Coaching,8
2015,R,"Arts, entertainment and recreation ","Health, Wellness & Fitness",Specialized Industry Skills,Research,9
2015,R,"Arts, entertainment and recreation ","Health, Wellness & Fitness",Specialized Industry Skills,Teaching,10
2015,C,Manufacturing,Industrial Automation,Disruptive Tech Skills,Robotics,1
2015,C,Manufacturing,Industrial Automation,Specialized Industry Skills,Electronic Control Systems,2
2015,C,Manufacturing,Industrial Automation,Specialized Industry Skills,Instrumentation,3
2015,C,Manufacturing,Industrial Automation,Business Skills,Product Development,4
2015,C,Manufacturing,Industrial Automation,Business Skills,Manufacturing Operations,5
2015,C,Manufacturing,Industrial Automation,Specialized Industry Skills,Utilities,6
2015,C,Manufacturing,Industrial Automation,Specialized Industry Skills,Architecture,7
2015,C,Manufacturing,Industrial Automation,Business Skills,Project Management,8
2015,C,Manufacturing,Industrial Automation,Specialized Industry Skills,Electronics,9
2015,C,Manufacturing,Industrial Automation,Specialized Industry Skills,Retail Sales,10
2015,M,Professional scientific and technical activities,Information Services,Business Skills,Business Management,1
2015,M,Professional scientific and technical activities,Information Services,Business Skills,Management Consulting,2
2015,M,Professional scientific and technical activities,Information Services,Business Skills,Project Management,3
2015,M,Professional scientific and technical activities,Information Services,Soft Skills,Leadership,4
2015,M,Professional scientific and technical activities,Information Services,Tech Skills,Social Media,5
2015,M,Professional scientific and technical activities,Information Services,Business Skills,Product Marketing,6
2015,M,Professional scientific and technical activities,Information Services,Tech Skills,Digital Literacy,7
2015,M,Professional scientific and technical activities,Information Services,Specialized Industry Skills,Research,8
2015,M,Professional scientific and technical activities,Information Services,Business Skills,Sales Operations,9
2015,M,Professional scientific and technical activities,Information Services,Tech Skills,Data Storage Technologies,10
2015,J,Information and communication,Information Technology & Services,Tech Skills,Data Storage Technologies,1
2015,J,Information and communication,Information Technology & Services,Tech Skills,Web Development,2
2015,J,Information and communication,Information Technology & Services,Business Skills,Business Management,3
2015,J,Information and communication,Information Technology & Services,Business Skills,Management Consulting,4
2015,J,Information and communication,Information Technology & Services,Business Skills,Project Management,5
2015,J,Information and communication,Information Technology & Services,Tech Skills,Technical Support,6
2015,J,Information and communication,Information Technology & Services,Tech Skills,Software Development Life Cycle (SDLC),7
2015,J,Information and communication,Information Technology & Services,Disruptive Tech Skills,Development Tools,8
2015,J,Information and communication,Information Technology & Services,Tech Skills,Computer Networking,9
2015,J,Information and communication,Information Technology & Services,Soft Skills,Leadership,10
2015,K,Financial and insurance activities,Insurance,Business Skills,Insurance,1
2015,K,Financial and insurance activities,Insurance,Business Skills,Business Management,2
2015,K,Financial and insurance activities,Insurance,Soft Skills,Negotiation,3
2015,K,Financial and insurance activities,Insurance,Tech Skills,Digital Literacy,4
2015,K,Financial and insurance activities,Insurance,Soft Skills,Leadership,5
2015,K,Financial and insurance activities,Insurance,Business Skills,Management Consulting,6
2015,K,Financial and insurance activities,Insurance,Business Skills,Financial Accounting,7
2015,K,Financial and insurance activities,Insurance,Business Skills,Project Management,8
2015,K,Financial and insurance activities,Insurance,Specialized Industry Skills,Retail Sales,9
2015,K,Financial and insurance activities,Insurance,Business Skills,Capital Markets,10
2015,J,Information and communication,Internet,Tech Skills,Web Development,1
2015,J,Information and communication,Internet,Business Skills,Digital Marketing,2
2015,J,Information and communication,Internet,Tech Skills,Social Media,3
2015,J,Information and communication,Internet,Business Skills,Advertising,4
2015,J,Information and communication,Internet,Business Skills,Entrepreneurship,5
2015,J,Information and communication,Internet,Business Skills,Business Management,6
2015,J,Information and communication,Internet,Business Skills,Product Marketing,7
2015,J,Information and communication,Internet,Tech Skills,Data Storage Technologies,8
2015,J,Information and communication,Internet,Soft Skills,Leadership,9
2015,J,Information and communication,Internet,Tech Skills,Graphic Design,10
2015,K,Financial and insurance activities,Investment Banking,Business Skills,Investment Banking,1
2015,K,Financial and insurance activities,Investment Banking,Business Skills,Economics,2
2015,K,Financial and insurance activities,Investment Banking,Business Skills,Financial Accounting,3
2015,K,Financial and insurance activities,Investment Banking,Business Skills,Capital Markets,4
2015,K,Financial and insurance activities,Investment Banking,Business Skills,Growth Strategies,5
2015,K,Financial and insurance activities,Investment Banking,Business Skills,Business Management,6
2015,K,Financial and insurance activities,Investment Banking,Business Skills,Insurance,7
2015,K,Financial and insurance activities,Investment Banking,Soft Skills,Leadership,8
2015,K,Financial and insurance activities,Investment Banking,Business Skills,Entrepreneurship,9
2015,K,Financial and insurance activities,Investment Banking,Tech Skills,Digital Literacy,10
2015,K,Financial and insurance activities,Investment Management,Business Skills,Investment Banking,1
2015,K,Financial and insurance activities,Investment Management,Business Skills,Capital Markets,2
2015,K,Financial and insurance activities,Investment Management,Business Skills,Financial Accounting,3
2015,K,Financial and insurance activities,Investment Management,Business Skills,Economics,4
2015,K,Financial and insurance activities,Investment Management,Business Skills,Business Management,5
2015,K,Financial and insurance activities,Investment Management,Business Skills,Insurance,6
2015,K,Financial and insurance activities,Investment Management,Soft Skills,Leadership,7
2015,K,Financial and insurance activities,Investment Management,Business Skills,Project Management,8
2015,K,Financial and insurance activities,Investment Management,Soft Skills,Negotiation,9
2015,K,Financial and insurance activities,Investment Management,Business Skills,Growth Strategies,10
2015,M,Professional scientific and technical activities,Law Practice,Specialized Industry Skills,Law,1
2015,M,Professional scientific and technical activities,Law Practice,Specialized Industry Skills,Contract Law,2
2015,M,Professional scientific and technical activities,Law Practice,Specialized Industry Skills,Intellectual Property,3
2015,M,Professional scientific and technical activities,Law Practice,Specialized Industry Skills,Employment Law,4
2015,M,Professional scientific and technical activities,Law Practice,Specialized Industry Skills,International Law,5
2015,M,Professional scientific and technical activities,Law Practice,Soft Skills,Negotiation,6
2015,M,Professional scientific and technical activities,Law Practice,Specialized Industry Skills,Criminal Law,7
2015,M,Professional scientific and technical activities,Law Practice,Specialized Industry Skills,Family Law,8
2015,M,Professional scientific and technical activities,Law Practice,Specialized Industry Skills,Research,9
2015,M,Professional scientific and technical activities,Law Practice,Business Skills,Growth Strategies,10
2015,M,Professional scientific and technical activities,Legal Services,Specialized Industry Skills,Law,1
2015,M,Professional scientific and technical activities,Legal Services,Specialized Industry Skills,Contract Law,2
2015,M,Professional scientific and technical activities,Legal Services,Specialized Industry Skills,Intellectual Property,3
2015,M,Professional scientific and technical activities,Legal Services,Specialized Industry Skills,Employment Law,4
2015,M,Professional scientific and technical activities,Legal Services,Soft Skills,Negotiation,5
